IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
2606:4700:0:a191:b79b:3771:b537:a8c8,4,4,0.00,245.72,10.05,LAX
2606:4700:0:b2:2b62:f2de:609d:a501,4,4,0.00,242.90,9.13,LAX
2606:4700:0:a191:b79b:ad27:f5fd:e81c,4,4,0.00,243.92,7.87,LAX
2606:4700:0:a1d0:c64b:69be:19e0:c9a0,4,4,0.00,242.20,7.28,LAX
2606:4700:0:a1d0:c6f4:d426:b178:32d0,4,4,0.00,243.48,6.80,LAX
