IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
2606:4700:0:12:e455:90ca:6805:604d,4,4,0.00,246.87,5.32,LAX
2606:4700::e5:2a54:cdf8,4,4,0.00,250.70,5.21,LAX
2606:4700:0:12:e47b:1837:c824:4f8c,4,4,0.00,251.43,5.13,LAX
2606:4700:0:12:167e:576e:fbc8:8540,4,4,0.00,243.71,4.75,LAX
2606:4700:14:8ef4:8f3b:bca4:82e5:3403,4,4,0.00,248.77,0.11,LAX
