IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
160.22.79.179,4,4,0.00,211.78,15.70,SIN
104.248.145.216,4,4,0.00,211.79,15.05,SIN
188.64.108.9,4,4,0.00,211.67,0.01,SIN
