IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
52.141.25.42,4,4,0.00,161.39,25.72,ICN
152.67.203.34,4,4,0.00,161.25,22.29,ICN
158.180.82.186,4,4,0.00,160.26,20.68,ICN
158.180.82.186,4,4,0.00,161.82,20.56,ICN
144.24.65.251,4,4,0.00,161.54,5.56,ICN
