IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
108.162.194.146,4,4,0.00,250.06,8.56,LAX
5.10.246.149,4,4,0.00,251.45,7.63,LAX
5.10.247.120,4,4,0.00,250.00,7.05,LAX
5.10.247.86,4,4,0.00,241.70,6.50,LAX
5.10.247.186,4,4,0.00,249.54,6.18,LAX
