IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
156.230.12.71,4,4,0.00,98.70,3.67,HKG
47.76.218.163,4,4,0.00,117.62,2.18,HKG
193.226.78.85,4,4,0.00,101.22,1.65,HKG
47.76.218.163,4,4,0.00,115.18,1.07,HKG
128.1.132.82,4,4,0.00,103.99,0.10,HKG
