IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
52.197.230.94,4,4,0.00,124.97,6.93,NRT
140.227.233.71,4,4,0.00,126.54,6.90,NRT
153.121.64.165,4,4,0.00,124.79,6.68,NRT
158.101.80.84,4,4,0.00,128.87,6.38,NRT
155.248.181.189,4,4,0.00,117.99,5.49,NRT
