IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
43.129.171.137,4,4,0.00,77.59,8.19,HKG
47.76.218.163,4,4,0.00,81.61,1.22,HKG
47.76.218.163,4,4,0.00,74.36,1.10,HKG
156.234.17.144,4,4,0.00,68.55,1.06,HKG
128.1.132.82,4,4,0.00,58.10,0.10,HKG
