IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
147.45.111.41,4,4,0.00,119.45,28.82,AMS
82.115.6.231,4,4,0.00,119.34,28.16,AMS
185.246.152.159,4,4,0.00,119.34,21.23,AMS
213.183.59.78,4,4,0.00,119.24,20.02,AMS
185.94.165.17,4,4,0.00,119.90,13.25,AMS
