IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
104.17.130.47,4,4,0.00,81.03,6.49,HKG
104.17.189.242,4,4,0.00,69.38,6.04,HKG
104.18.185.209,4,4,0.00,59.76,0.00,HKG
104.19.209.172,4,4,0.00,65.63,0.00,HKG
104.17.176.193,4,4,0.00,76.48,0.00,HKG
