IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
172.64.146.232,4,4,0.00,94.11,7.60,HKG
172.64.153.203,4,4,0.00,89.81,7.46,HKG
190.93.244.60,4,4,0.00,94.03,7.33,HKG
104.25.252.11,4,4,0.00,94.74,7.13,HKG
190.93.246.166,4,4,0.00,94.30,7.11,HKG
