IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
104.22.23.216,4,4,0.00,69.70,169.26,LAX
172.66.138.173,4,4,0.00,69.61,109.70,LAX
172.66.172.87,4,4,0.00,67.70,65.58,LAX
172.67.0.199,4,4,0.00,69.62,65.51,LAX
172.66.131.5,4,4,0.00,67.62,58.16,LAX
