IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
162.159.39.53,4,4,0.00,227.22,2.34,LAX
104.18.122.62,4,4,0.00,208.68,2.27,LAX
104.18.28.29,4,4,0.00,235.24,2.27,LAX
172.64.40.252,4,4,0.00,181.99,2.26,LAX
162.159.44.157,4,4,0.00,211.18,2.23,LAX
