IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
104.17.199.144,4,4,0.00,96.49,7.41,HKG
104.18.73.112,4,4,0.00,87.33,7.09,HKG
104.17.171.192,4,4,0.00,87.91,0.00,HKG
104.17.179.62,4,4,0.00,90.50,0.00,HKG
190.93.244.224,4,4,0.00,101.23,0.00,HKG
