IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
104.19.226.115,4,4,0.00,271.74,8.50,FRA
104.19.229.192,4,4,0.00,267.94,3.25,FRA
104.16.98.225,4,4,0.00,282.57,0.87,FRA
104.19.235.95,4,4,0.00,270.46,0.00,FRA
104.20.63.122,4,4,0.00,271.94,0.00,FRA
