IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
172.67.117.102,4,4,0.00,241.53,8.39,LAX
172.67.118.16,4,4,0.00,241.56,7.41,LAX
104.25.122.9,4,4,0.00,240.40,6.78,LAX
104.25.45.37,4,4,0.00,243.69,5.84,LAX
173.245.58.247,4,4,0.00,243.16,5.55,LAX
