IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s),地区码(Colo)
172.67.230.177,4,4,0.00,245.57,6.90,LAX
172.67.90.67,4,4,0.00,245.74,6.70,LAX
104.25.97.149,4,4,0.00,244.77,6.70,LAX
172.64.144.93,4,4,0.00,243.99,5.91,LAX
104.22.73.191,4,4,0.00,244.73,4.97,LAX
